Description,Name,Primary Industry,Size,Type,Location,Country,Domain,Agency LinkedIn URL,ICP Score ,MRR,Annual Revenue,Accounting - Departmental Head Count,Finance - Department Head Count,Decision Maker First Name,Decision Maker Last Name,Decision Maker Linkedin Profile URL,Connection Request Message,Follow-Up on Unaccepted Connection,Message After Connection Acceptance,Follow-Up Message (No Reply After Acceptance),Second Follow-Up Message (Persistent No Reply),"Initial Outreach Message (Reference Pain Point, No Pitch)",First Follow-Up Message (Prompt for Response),Second Follow-Up Message (After No Reply)
"The Acclivity team is made up of a collection of experienced digital marketers with a passion for analytics and results. Acclivity was spun out of a boutique consultancy after growth and demand for revenue-driven marketing services for the manufacturing, engineering, I0T, and innovative technology spaces increased. 

Our approach is based upon account-based and content marketing strategies paired with relationship building among industry analysts and niche industry media outlets.

At Acclivity we believe marketing and sales should share a common goal and be able to articulate progress towards that goal to the C-suite at any time.",Acclivity.Agency,Advertising Services,11-50 employees,Privately Held,"Ottawa, Ontario",Canada,acclivity.agency,https://www.linkedin.com/company/acclivityagency,,,,,,,,,,,,,,,,
"Fondée en septembre 2006, Kayamb communication est une agence réunionnaise 100% indépendante. Elle réunit toutes les compétences de conseil et stratégie de communication, print, web et branding.

Co-Fondateurs : Christine Degusseau & Salim Issa",Kayamb Communication,Advertising Services,11-50 employees,Privately Held,Sainte-Clotilde,France,kayamb.com,https://www.linkedin.com/company/kayamb-communication,,,,,,,,,,,,,,,,
"We run a tight ship at Navigate Group. With award-winning design, marketing, and digital services, we create physical and digital brand experiences that are integrated from the ground up. Our unique agency model streamlines process, diminishes brand disconnect, and saves you from having to manage multiple agencies. Good, right?",Navigate Group,Advertising Services,11-50 employees,Privately Held,"Toronto, Ontario",Canada,navigategroup.com,https://www.linkedin.com/company/navigategroupinc,,,,,,,,,,,,,,,,
"We are Media Bounty, an independent ethical, creative and media agency. 

We believe in the long-term growth of our people, our clients, and protecting the world for future generations.",Media Bounty | B Corp,Advertising Services,11-50 employees,Privately Held,"London, England",United Kingdom,mediabounty.com,https://www.linkedin.com/company/media-bounty-ltd,,,,,,,,,,,,,,,,
"Vision Creative Group is an award-winning digital and print advertising agency based in Morris Plains, NJ. Our strategically powered creative has been making penguins fly since 1987. VCG’s services include eComm and digital marketing assets, web design and development, video creation, traditional and 360° product photography, logo and package design, consumer and trade advertising, marketing collateral, consumer promotions, and in-store POP. Ready to make the impossible possible? Check out our work here: https://www.visioncreativegroup.com/work/",Vision Creative Group,Advertising Services,11-50 employees,Privately Held,"Morris Plains, NJ",United States,visioncreativegroup.com,https://www.linkedin.com/company/vision-creative-group_2,,,,,,,,,,,,,,,,
"Our focus is on helping brands effectively engage with Millennials across the fast moving social digital landscape. Our approach uses insights, best practices, data, and creativity to deliver contextually relatable content that achieves engagement and ultimately sales.
   
We started the business 20 years ago as kids, talking to kids. Before millennial was even a thing. And grew up in the ultra-competitive Music & Entertainment industry. Today, we work with some of the most influential brands in the world. But we’re still what we’ve always been…passionate, hungry digital & social marketers with a special skill for turning millennial prospects into customers. We get it, because we live it.",Total Assault,Advertising Services,11-50 employees,Privately Held,"Los Angeles, CA",United States,totalassault.com,https://www.linkedin.com/company/total-assault,,,,,,,,,,,,,,,,
"Auditoire Shopper est une agence de communication relationnelle expérientielle au service de l’efficacité commerciale avec un savoir-faire allant du consulting au terrain pour transformer l’expérience client. 
Auditoire Shopper conçoit et déploie ainsi des dispositifs allant de la stratégie shopper, des campagnes 360°, du marketing relationnel, du social media à l’événementiel.
Auditoire Shopper compte 40 talents et a parmi ses clients des marques leaders comme EDF, Porsche, Mondelez, Bacardi-Martini, Mairie de Paris, Assurance Maladie, Éléphant Bleu, BIC, L’Oréal, Renault, Meetic, TikTok, United Robotics Group, Viatris, Le Cniel, Domino’s Pizza…

Auditoire Shopper fait partie du réseau TBWA/OMNICOM

A propos d’Auditoire Group 
AUDITOIRE est un groupe de communication spécialisé dans la conception et le déploiement de dispositifs événementiels et expérientiels avec 5 agences et plus de de 300 collaborateurs et collaboratrices présents à Paris, Doha, Dubaï, Shanghai et Singapour.
AUDITOIRE compte parmi ses clients des marques et des groupes leader tels que Accor, Air France, Amundi, Atos, BNP Paribas, BPCE, Cisco, Dassault Systèmes, EDF, Kering, Lacoste, L’Oréal, Mutualité Française, Pernod Ricard, Plastic Omnium, Richemont, Unilever, Snapchat, Valeo…
Les équipes conçoivent et produisent des événements et des expériences qui génèrent de l’émotion, de l’engagement et de la résonance. Ce sont des créateurs et des créatrices d’expériences responsables ainsi que des producteurs et des productrices de partage.",AUDITOIRE SHOPPER,Advertising Services,11-50 employees,Privately Held,"Paris, Île-de-France",France,auditoire-shopper.com,https://www.linkedin.com/company/auditoireshopper,,,,,,,,,,,,,,,,
"CREATE IDEAS, NOT NOISE.

Every day we’re bombarded with stuff—most of which becomes noise—overwhelming, forgettable, and often ignored. .

It’s ideas that cut through. Online, offline, in-store, wherever.

We craft powerful activation ideas, built on solid insights, that win the battle for attention at every stage of the shopper journey. 

With our 25 years of FMCG experience in digital, OOH, in-store, and on-pack, we’ll add stand-out creativity at every stage of the shopper journey, winning attention and driving sales.

This approach boosts retail media impact and delivers better results, not just more noise

We are Attention Seekers. We Are Activation.",Activation.,Marketing Services,11-50 employees,Privately Held,Bristol,United Kingdom,weareactivation.com,https://www.linkedin.com/company/weareactivation,,,,,,,,,,,,,,,,
"Topvisible is a digital marketing agency with knowledge and experience within online marketing for increased brand recognition, attracting followers and engagement, generating qualitative visitors for lead generation och sales conversion. We help companies develop their digital marketing strategies for their target groups and customer journeys. We also implement customers strategies on an operational level and run performance-based marketing 

CHANNELS WE OPERATE Google, YouTube, Facebook, Instagram, Linkedin, Tripadvisor, Pinterest and Twitter. 

METHODS & STRATEGIES WE MANAGE 
Organic and paid reach in different channels; * SEO for Search Engines * Influencer and affiliate marketing * Paid targeting and remarketing * Programmatic

Our team is certified at Google and Topvisible are a Premium Partner with specialization in Googles all areas such as Search Ads, Mobile Ads, Video Ads, Display Ads, and Shopping Ads. We are also certified HubSpot Partners!",Topvisible,Advertising Services,11-50 employees,Public Company,"Malmö, Skåne",Sweden,topvisible.se,https://www.linkedin.com/company/topvisible,,,,,,,,,,,,,,,,
"Arcade is a creative agency specializing in digital marketing strategy, content production, and distribution. We leverage strategic foresight, engaging content, and modern distribution strategies to nurture online communities, maximize brand influence, and generate revenue.",Arcade Studios,Marketing Services,11-50 employees,Partnership,"Calgary, Alberta",Canada,arcadestudios.com,https://www.linkedin.com/company/helloarcade,,,,,,,,,,,,,,,,
"Turn up the brightness on your brand…

As one of the industry’s leading social-first creative agencies, we’re now part of Brand Revolution, igniting powerful connections between brands, their communities, and the planet.

We’ve been putting brands back in the spotlight for well over a decade. A team of strategic thinkers, designers, writers, and content creators, we work collaboratively with clients to create more meaningful content that speaks directly to their audience.

Social media is where the conversation is happening and through our insights-led unique approach, we create strategies that make an impact and help brands lead that conversation in a way that works for them.

They’ll be seen. They’ll be heard. 
But most of all, they’ll be Brilliant.

Let us be your mentor in:
- Social Media Strategy
- Content Creation
- Brand Strategy & Design
- Influencer Marketing

In 2025, Brilliant joined Brand Revolution, a trailblazing creative powerhouse dedicated to shaking up the status quo and igniting unforgettable brand experiences. With a global team of 200+ experts across five continents, the agency specialises in strategic ideation, creative design, video production, event execution, innovative merchandise programs... and of course social media! Brand Revolution’s proprietary Return on Emotion approach ensures that every campaign resonates deeply, driving engagement and brand loyalty.",Brilliant Agency,Advertising Services,11-50 employees,Privately Held,"Leeds, West Yorkshire",United Kingdom,brilliantagency.co.uk,https://www.linkedin.com/company/brilliant-agency-uk,,,,,,,,,,,,,,,,
